filename,caption,truncated_caption,source,source_type,disease_label,hierarchical_disease_label,skin_concept,body_location,symptoms,age,gender
youtube/SVKBH_vJ5fA_frame_60409_1.jpg,"This image shows lichen planus, a skin disease characterized by breaks in the tight net-like pattern, resulting in large irregular rings, and is often asymmetrical, indicating impaired blood flow.","This image shows lichen planus, a skin disease characterized by breaks in the tight net-like pattern, resulting in large irregular rings, and is often asymmetrical, indicating impaired blood flow.",youtube,edu,libido racemosa,libido racemosa,"irregular, asymmetric",No body location information,No symptom information,No age information,No gender information
youtube/QGbWOPXpGqM_frame_34554_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to certain irritants, and treatment options include avoiding the allergen and using over-the-counter creams to alleviate symptoms.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to certain irritants, and treatment options include avoiding the allergen and using over-the-counter creams to alleviate symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
public/-6844673583459020552.png,"This is a close up clinical image The skin texture of this patient is elevated irregular. The patient's symptoms related to the appearance and sensation of the skin condition are bothersome appearance, itching, burning. The final diagnosis is rosacea.  The duration of the skin condition is less than one week.","This is a close up clinical image The skin texture of this patient is elevated irregular. The patient's symptoms related to the appearance and sensation of the skin condition are bothersome appearance, itching, burning. The final diagnosis is rosacea.  The duration of the skin condition is less than one week.",public,knowledge,rosacea,"inflammatory, non-infectious, rosacea","verrucous, papule",No body location information,No symptom information,No age information,No gender information
IIYI/20385_2.png,"The user posted about having Hidradenitis Suppurativa (毛囊闭锁三联征), discussing primarily the symptoms observed under the armpits which are notably mild. From the discussion, the user and other participants did not provide detailed additional symptoms, potential disease diagnoses, or treatments. Only minimal interaction focused on learning from the posted information, and queries on how the treatment was approached by the poster remained unanswered.","The user posted about having Hidradenitis Suppurativa , discussing primarily the symptoms observed under the armpits which are notably mild. From the discussion, the user and other participants did not provide detailed additional symptoms, potential disease diagnoses, or treatments. Only minimal interaction focused on learning from the posted information, and queries on how the treatment was approached by the poster remained unanswered.",IIYI_chinese,forum,hidradenitis suppurativa,"inflammatory, non-infectious, hidradenitis suppurativa",No visual concepts,No body location information,No symptom information,No age information,No gender information
edu/实用皮肤性病手册part1_00311_12159.png,Urticarial drug eruption,Urticarial drug eruption,textbook_chinese,knowledge,drug eruption,"inflammatory, non-infectious, drug eruption",No visual concepts,No body location information,No symptom information,No age information,No gender information
pubmed/78_bc_PMC8896184_IANN_A_2044511_F0010_C_2.png,"Clinical presentations of Beau’s lines, onychomadesis, and retronychia. Retronychia of the right great toenail.","Clinical presentations of Beau’s lines, onychomadesis, and retronychia. Retronychia of the right great toenail.",pubmed_english,knowledge,onychomycosis,"nail diseases, nail disease, onychomycosis",No visual concepts,No body location information,No symptom information,No age information,No gender information
public/dermoscopy-00--fusc2021--0247--2d-none.png,"The image is a close-up dermoscopy of a foot, specifically showing the heel area. The region of interest, located left-center horizontally and lower-middle vertically, with an area ratio of 2.3%, exhibits a foot ulcer with irregular edges, a heterogeneous texture, and a noticeable disruption in skin integrity. This ulceration could be related to other regions of the foot, potentially indicating compromised blood flow or diabetic neuropathy, which are common underlying conditions for foot ulcers. The ulcer's presence suggests a need for careful monitoring and management to prevent further complications such as infection or amputation.","The image is a close-up dermoscopy of a foot, specifically showing the heel area. The region of interest, located left-center horizontally and lower-middle vertically, with an area ratio of 2.3%, exhibits a foot ulcer with irregular edges, a heterogeneous texture, and a noticeable disruption in skin integrity. This ulceration could be related to other regions of the foot, potentially indicating compromised blood flow or diabetic neuropathy, which are common underlying conditions for foot ulcers. The ulcer's presence suggests a need for careful monitoring and management to prevent further complications such as infection or amputation.",public_medical_dataset,knowledge,"foot ulcer, ulcer","reaction patterns and descriptive terms, ulcers, erosion of skin, foot ulcer, ulcer",ulcer,foot,No symptom information,No age information,No gender information
youtube/EHy_53RfOtU_frame_1625_0_0.jpg,"This image depicts an abscess, a skin disease characterized by a yellow-green color and severe tenderness, resulting from a collection of pus under the skin.","This image depicts an abscess, a skin disease characterized by a yellow-green color and severe tenderness, resulting from a collection of pus under the skin.",youtube,edu,abscess,"inflammatory, infectious, bacterial, pyoderma, abscess","abscess, yellow",No body location information,tender,No age information,No gender information
pubmed/7c_b9_PMC5707863_IDOJ_8_521_g002.png,Positive auto-erythrocyte sensitization test compared to control (normal saline) over the left forearm,Positive auto-erythrocyte sensitization test compared to control (normal saline) over the left forearm,pubmed_english,knowledge,autoimmune hemolytic anemia,autoimmune hemolytic anemia,No visual concepts,forearm,No symptom information,No age information,No gender information
youtube/qn2EHDqBHk0_frame_13218_2.jpg,This image shows a patient with eyelid and conjunctival lesions that disappeared after four months without any surgical intervention.,This image shows a patient with eyelid and conjunctival lesions that disappeared after four months without any surgical intervention.,youtube,edu,no definitive diagnosis,no definitive diagnosis,No visual concepts,No body location information,No symptom information,No age information,No gender information
pubmed/2b_db_PMC7315058_MBSEH_52_119_g001_0.png,Incision procedure,Incision procedure,pubmed_english,knowledge,no definitive diagnosis,,No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/Rcom9v03f9g_frame_1238_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an autoimmune disorder, and can be treated with topical steroids and immunosuppressive medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an autoimmune disorder, and can be treated with topical steroids and immunosuppressive medications.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
"note/Robert Johr, Wilhelm Stolz - Dermoscopy Criteria Review-McGraw-Hill Professional (2019)_00281_01568_0.png",Seen on the arm of a 49-year-old man.,Seen on the arm of a 49-year-old man.,textbook_fail,knowledge,no definitive diagnosis,,No visual concepts,arm,No symptom information,49,male
IIYI/12237_2.png,"The poster is discussing Pityriasis Rosea and seeking information about their treatment options. Pityriasis Rosea often presents without prominent mother patches on limbs. Treatment usually involves self-resolution within 6-8 weeks. Therapeutic options include UVB phototherapy every other day with progressively increasing dosages, oral administration of Compound Qingdai Pills, Histamine Blockers like Chlorpheniramine, Vitamin C, and Calcium Gluconate to alleviate allergic symptoms such as itching. Dietary restrictions on spicy foods and alcohol can significantly shorten the duration of the disease.","The poster is discussing Pityriasis Rosea and seeking information about their treatment options. Pityriasis Rosea often presents without prominent mother patches on limbs. Treatment usually involves self-resolution within 6-8 weeks. Therapeutic options include UVB phototherapy every other day with progressively increasing dosages, oral administration of Compound Qingdai Pills, Histamine Blockers like Chlorpheniramine, Vitamin C, and Calcium Gluconate to alleviate allergic symptoms such as itching. Dietary restrictions on spicy foods and alcohol can significantly shorten the duration of the disease.",IIYI_chinese,forum,pityriasis rosea,"inflammatory, non-infectious, pityriasis rosea",No visual concepts,oral,No symptom information,No age information,No gender information
edu/Illustrated-Manual-of-Pediatric-Dermatology-Diagno...-批量 OCR_00110_07579.png,Cellulitis - caused by Streptococcus with marked erythema.,Cellulitis - caused by Streptococcus with marked erythema.,textbook_english,knowledge,cellulitis,"inflammatory, infectious, bacterial, cellulitis",erythema,No body location information,No symptom information,No age information,No gender information
IIYI/25760_2.png,"Female, 50 years old, with a medical history of over 20 years, presenting with slightly itchy rash and absence of the three typical signs of psoriasis (unspecified which signs). Discussion among users suggests possible diagnoses including neurodermatitis, chronic eczema, and psoriasis vulgaris. Additional considerations involved excluding lichen planus, particularly noting any oral lesions, and confirming diagnosis pathologically. A few users supported the diagnosis of psoriasis vulgaris, whereas the majority suggested neurodermatitis as a more likely diagnosis, noting the characteristic presence of skin flakes in some images indicating potential psoriasis.","Female, 50 years old, with a medical history of over 20 years, presenting with slightly itchy rash and absence of the three typical signs of psoriasis (unspecified which signs). Discussion among users suggests possible diagnoses including neurodermatitis, chronic eczema, and psoriasis vulgaris. Additional considerations involved excluding lichen planus, particularly noting any oral lesions, and confirming diagnosis pathologically. A few users supported the diagnosis of psoriasis vulgaris, whereas the majority suggested neurodermatitis as a more likely diagnosis, noting the characteristic presence of skin flakes in some images indicating potential psoriasis.",IIYI_chinese,forum,"neurodermatitis, dermatitis","inflammatory, non-infectious, eczema, neurodermatitis, dermatitis",No visual concepts,oral,No symptom information,50,No gender information
public/ISIC_5562413.JPG,This is a dermoscopic image captured on the anterior torso showing a benign skin lesion diagnosed as nevus.,This is a dermoscopic image captured on the anterior torso showing a benign skin lesion diagnosed as nevus.,public,knowledge,nevus,"proliferations, benign, melanocytic, nevus",No visual concepts,No body location information,No symptom information,No age information,No gender information
pubmed/d9_75_PMC7490996_gr3.png,First presentation image showing the fungating mass.,First presentation image showing the fungating mass.,pubmed_english,knowledge,no definitive diagnosis,,No visual concepts,No body location information,No symptom information,No age information,No gender information
edu/Sauer - Manual of Skin Diseases-批量 OCR_00224_11642_0.jpg,Ichthyosis.,Ichthyosis.,textbook_english,knowledge,ichthyosis,"hereditary, ichthyosis",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/ZhQn7oXdsZs_frame_45517_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/DSIkGCsikYU_frame_37665_11.jpg,"This image shows a close-up view of a skin disease characterized by a red, raised, and itchy patch on the skin, likely caused by an allergic reaction or irritation. Treatment options include topical creams or ointments, avoiding irritants, and seeking medical advice.","This image shows a close-up view of a skin disease characterized by a red, raised, and itchy patch on the skin, likely caused by an allergic reaction or irritation. Treatment options include topical creams or ointments, avoiding irritants, and seeking medical advice.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, raised, patch",No body location information,No symptom information,No age information,No gender information
IIYI/18372_2.png,"The poster reported having a growth starting from the head and spreading to the temple area, first noticed around the age of 8 or 9 and has not spread for the last three decades, now in their thirties. The growth occasionally causes itching on the eyelid area. Medical consultations occurred about a decade ago leading to a diagnosis of flat warts by several doctors. Treatments with caustic lotion were attempted, which temporarily removed the warts, but they quickly regrew. The discussion in the forum led to a consensus among responders, who suggested that the condition described is likely verrucous nevus. No new symptoms or additional diagnostic insights were discussed beyond the initial description. No new treatments were suggested in the forum responses.","The poster reported having a growth starting from the head and spreading to the temple area, first noticed around the age of 8 or 9 and has not spread for the last three decades, now in their thirties. The growth occasionally causes itching on the eyelid area. Medical consultations occurred about a decade ago leading to a diagnosis of flat warts by several doctors. Treatments with caustic lotion were attempted, which temporarily removed the warts, but they quickly regrew. The discussion in the forum led to a consensus among responders, who suggested that the condition described is likely verrucous nevus. No new symptoms or additional diagnostic insights were discussed beyond the initial description. No new treatments were suggested in the forum responses.",IIYI_chinese,forum,nevus,"proliferations, benign, melanocytic, nevus",No visual concepts,temple,No symptom information,No age information,No gender information
youtube/IGc9CwT3jPw_frame_14160_1.jpg,"This image describes paraneoplastic pemphigus, a skin disease characterized by antibodies against plakins, affecting both males and females equally, and commonly associated with non-Hodgkin lymphoma. Oral manifestations may include ulcerations, erosions, urticarial lesions, bullous eruptions resembling erythema multiforme, itching, and crusting.","This image describes paraneoplastic pemphigus, a skin disease characterized by antibodies against plakins, affecting both males and females equally, and commonly associated with non-Hodgkin lymphoma. Oral manifestations may include ulcerations, erosions, urticarial lesions, bullous eruptions resembling erythema multiforme, itching, and crusting.",youtube,edu,paraneoplastic pemphigus,paraneoplastic pemphigus,No visual concepts,oral,No symptom information,No age information,No gender information
"note/Robert Johr, Wilhelm Stolz - Dermoscopy- An Illustrate_00348_17052_0.png","Nevus, seborrheic keratosis, basal cell carcinoma, vascular lesions, dermatofibroma, squamous cell carcinoma, melanoma, other.","Nevus, seborrheic keratosis, basal cell carcinoma, vascular lesions, dermatofibroma, squamous cell carcinoma, melanoma, other.",textbook_fail,knowledge,no definitive diagnosis,,No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/qn2EHDqBHk0_frame_13191_0.jpg,This image shows a patient with eyelid and conjunctival lesions that disappeared after four months without any surgical intervention.,This image shows a patient with eyelid and conjunctival lesions that disappeared after four months without any surgical intervention.,youtube,edu,no definitive diagnosis,no definitive diagnosis,No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/J9sVNh8KUAU_frame_55281_0_0.jpg,"This image discusses mucormycosis, a rapidly progressive fungal infection that can involve the skin, GI tract, lungs, and other organs. The most common clinical presentation is rhino-orbital cerebral mucormycosis (ROCM), which can range from a localized infection to a full-body disease with involvement of the central nervous system.","This image discusses mucormycosis, a rapidly progressive fungal infection that can involve the skin, GI tract, lungs, and other organs. The most common clinical presentation is rhino-orbital cerebral mucormycosis (ROCM), which can range from a localized infection to a full-body disease with involvement of the central nervous system.",youtube,edu,mucormycosis,mucormycosis,No visual concepts,No body location information,No symptom information,No age information,No gender information
IIYI/19461_4.png,"An 8-year-old male patient is experiencing nail malnutrition (甲营养不良). Routine blood tests, trace elements, and fungal tests on nails have all returned normal results. There was a discussion among forum users about the diagnosis and treatment of the patient's condition. It was mentioned that nail malnutrition can be difficult to diagnose and treat, and suggested treatments were largely limited to supplementing trace elements. Different diagnoses such as nail eczema or lichen planus were considered, though the exact diagnosis remained unclear. There were mentions of conditions including nail thickening and irregularities accompanied by redness around the nails. A suggestion was made to conduct a pathological examination to better identify the condition, possibly leaning towards the diagnosis of nail lichen planus.","An 8-year-old male patient is experiencing nail malnutrition . Routine blood tests, trace elements, and fungal tests on nails have all returned normal results. There was a discussion among forum users about the diagnosis and treatment of the patient's condition. It was mentioned that nail malnutrition can be difficult to diagnose and treat, and suggested treatments were largely limited to supplementing trace elements. Different diagnoses such as nail eczema or lichen planus were considered, though the exact diagnosis remained unclear. There were mentions of conditions including nail thickening and irregularities accompanied by redness around the nails. A suggestion was made to conduct a pathological examination to better identify the condition, possibly leaning towards the diagnosis of nail lichen planus.",IIYI_chinese,forum,"eczema, lichen planus, nail disease","inflammatory, non-infectious, eczema, lichen planus, nail disease",No visual concepts,nails,No symptom information,8,male
note/Sewon-Kang-Fitzpatrick’s-Dermatology[2-Volume Set]-McGraw-Hil-Education(2019)-part6_00276_01143_0.png,Erythrasma Welldemarcated reddishbrown patches in the axilla and groin The potassium hydroxide preparations were negative  Woods lamp examination showed a bright coral red fluorescence,Erythrasma Welldemarcated reddishbrown patches in the axilla and groin The potassium hydroxide preparations were negative  Woods lamp examination showed a bright coral red fluorescence,textbook_fail,knowledge,erythrasma,erythrasma,"red, patch",groin,No symptom information,No age information,No gender information
youtube/p5-sNkNQHUY_frame_29037_0.jpg,"This image depicts a person with a skin disease characterized by a red, itchy rash on their arm. The cause of the rash is an allergic reaction to a particular substance, and the treatment involves avoiding the allergen and using over-the-counter creams to relieve the symptoms.","This image depicts a person with a skin disease characterized by a red, itchy rash on their arm. The cause of the rash is an allergic reaction to a particular substance, and the treatment involves avoiding the allergen and using over-the-counter creams to relieve the symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,arm,No symptom information,No age information,No gender information
pubmed/71_7f_PMC4149335_cia_9_1409Fig1_1.png,Abscess of the mandible affecting the extraction area. The pus is leaking from the empty alveolus. The infection and swelling extend to the second molar.,Abscess of the mandible affecting the extraction area. The pus is leaking from the empty alveolus. The infection and swelling extend to the second molar.,pubmed_english,knowledge,cellulitis,"inflammatory, infectious, bacterial, cellulitis",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/jdaN189qAVU_frame_1394_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and immunosuppressive medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and immunosuppressive medications.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
pubmed/bd_c1_PMC8884525_gox-10-e4001-g004_0.jpg,Nonhealing wound on posterolateral heel with exposed Achilles tendon and calcaneum wound after debridement.,Nonhealing wound on posterolateral heel with exposed Achilles tendon and calcaneum wound after debridement.,pubmed_fail,knowledge,local infection of wound,"reaction patterns and descriptive terms, wound/abrasion, local infection of wound",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/283tIZpT1nA_frame_4307_0.jpg,"This image shows a black structureless skin lesion, which could be a sign of a skin disease such as melanoma. The exact cause and treatment options depend on the specific type of skin disease.","This image shows a black structureless skin lesion, which could be a sign of a skin disease such as melanoma. The exact cause and treatment options depend on the specific type of skin disease.",youtube,edu,melanoma,"proliferations, malignant, melanocytic, malignant melanoma, melanoma",black,No body location information,No symptom information,No age information,No gender information
youtube/1OuTdRRFqd0_frame_12623_0_0.jpg,"This image depicts a skin disease characterized by extreme discomfort, with a red and inflamed appearance. The cause of the disease is not clear, but it may be related to an allergic reaction or an infection. Treatment options include topical creams or ointments, oral medications, and in some cases, corticosteroids or immunosuppressants.","This image depicts a skin disease characterized by extreme discomfort, with a red and inflamed appearance. The cause of the disease is not clear, but it may be related to an allergic reaction or an infection. Treatment options include topical creams or ointments, oral medications, and in some cases, corticosteroids or immunosuppressants.",youtube,edu,no definitive diagnosis,no definitive diagnosis,red,oral,No symptom information,No age information,No gender information
youtube/7RWVilxv6r8_frame_14966_0_0.jpg,"This image depicts lymphoma, a type of cancer that affects the lymphatic system, characterized by the presence of abnormal, cancerous cells in the lymph nodes, spleen, or other organs. The exact cause of lymphoma is unknown, but it is thought to be related to a combination of genetic and environmental factors. Treatment options for lymphoma include chemotherapy, radiation therapy, and bone marrow transplantation, among others.","This image depicts lymphoma, a type of cancer that affects the lymphatic system, characterized by the presence of abnormal, cancerous cells in the lymph nodes, spleen, or other organs. The exact cause of lymphoma is unknown, but it is thought to be related to a combination of genetic and environmental factors. Treatment options for lymphoma include chemotherapy, radiation therapy, and bone marrow transplantation, among others.",youtube,edu,lymphoma,lymphoma,No visual concepts,No body location information,No symptom information,No age information,No gender information
public/lentigo-adults-42.jpg,"This is a clinical skin image, diagnosed as light diseases and disorders of pigmentation.","This is a clinical skin image, diagnosed as light diseases and disorders of pigmentation.",public,knowledge,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")",pigmentation,No body location information,No symptom information,No age information,No gender information
youtube/NQXKZcaxkaE_frame_35901_0_0.jpg,"This image shows a wide field fundus photography of a patient with choroidal swelling, which is caused by pressure on the sclera and choroid, resulting in swelling beneath the choroid and reflected in the fundus examination.","This image shows a wide field fundus photography of a patient with choroidal swelling, which is caused by pressure on the sclera and choroid, resulting in swelling beneath the choroid and reflected in the fundus examination.",youtube,edu,choroidal swelling,choroidal swelling,No visual concepts,No body location information,No symptom information,No age information,No gender information
IIYI/1135_3.png,"An 80-year-old female presents with reddish, swollen, warm, and painful right lower leg persisting for 4 days. The symptoms started shortly after she scratched her leg due to 'athlete's foot' and rapidly progressed to involve the entire limb. She experienced fever with a highest recorded temperature of 38.1°C and has not received any treatment prior to hospital visit. During forum discussion, diagnosis of erysipelas, a type of lymphatic infection caused by a skin fungal infection from athlete's foot, was considered. The agreed treatment was bed rest, elevation of the affected limb, and administration of penicillin. Additionally, some suggestions included using traditional Chinese medicine formulations like Si Miao Yong An Tang featuring ingredients such as honeysuckle, scrophularia, licorice, and angelica.","An 80-year-old female presents with reddish, swollen, warm, and painful right lower leg persisting for 4 days. The symptoms started shortly after she scratched her leg due to 'athlete's foot' and rapidly progressed to involve the entire limb. She experienced fever with a highest recorded temperature of 38.1°C and has not received any treatment prior to hospital visit. During forum discussion, diagnosis of erysipelas, a type of lymphatic infection caused by a skin fungal infection from athlete's foot, was considered. The agreed treatment was bed rest, elevation of the affected limb, and administration of penicillin. Additionally, some suggestions included using traditional Chinese medicine formulations like Si Miao Yong An Tang featuring ingredients such as honeysuckle, scrophularia, licorice, and angelica.",IIYI_chinese,forum,cellulitis,"inflammatory, infectious, bacterial, cellulitis",red,"leg, foot",tender,80,female
youtube/Rwvw8xmMVP4_frame_8653_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an overproduction of skin cells, which can be treated with topical creams and ointments to reduce inflammation and itching.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an overproduction of skin cells, which can be treated with topical creams and ointments to reduce inflammation and itching.",youtube,edu,psoriasis,"inflammatory, non-infectious, psoriasis","red, patch",No body location information,No symptom information,No age information,No gender information
public/drug-eruptions-74.jpg,"This is a clinical skin image, diagnosed as exanthems and drug eruptions.","This is a clinical skin image, diagnosed as exanthems and drug eruptions.",public,knowledge,drug eruption,"inflammatory, non-infectious, drug eruption",No visual concepts,No body location information,No symptom information,No age information,No gender information
IIYI/28145_5.png,"A 63-year-old male complains of generalized itching, with hand backs and neck skin lesions that have persisted for more than ten years and lesions on the trunk and limbs' extensor surfaces for around six months. The primary condition discussed is Chronic Actinic Dermatitis (CAD). Other diagnoses considered are chronic eczema, generalized eczema, disseminated neurodermatitis, and the potential for Mycosis Fungoides (MF) being ruled out through pathology. Treatment suggestions include a regimen of Methimazole, Chlorpheniramine, Vitamin C, Compound Danshen Tablets, Vitamin B1, with specific dosages and treatment courses noted, including injections and topical applications. The possibility of chronic widespread neurodermatitis or chronic eczema along with treatments involving Methimazole, Chlorpheniramine, Vitamin C, Compound Danshen, and Vitamin B1 oral pills, and sulfur ointment applications for itching is also discussed.","A 63-year-old male complains of generalized itching, with hand backs and neck skin lesions that have persisted for more than ten years and lesions on the trunk and limbs' extensor surfaces for around six months. The primary condition discussed is Chronic Actinic Dermatitis (CAD). Other diagnoses considered are chronic eczema, generalized eczema, disseminated neurodermatitis, and the potential for Mycosis Fungoides (MF) being ruled out through pathology. Treatment suggestions include a regimen of Methimazole, Chlorpheniramine, Vitamin C, Compound Danshen Tablets, Vitamin B1, with specific dosages and treatment courses noted, including injections and topical applications. The possibility of chronic widespread neurodermatitis or chronic eczema along with treatments involving Methimazole, Chlorpheniramine, Vitamin C, Compound Danshen, and Vitamin B1 oral pills, and sulfur ointment applications for itching is also discussed.",IIYI_chinese,forum,"chronic actinic dermatitis, dermatitis","inflammatory, non-infectious, chronic actinic dermatitis, dermatitis","generalized, disseminated","neck, hand, oral",No symptom information,63,male
